fide_id,period,rating_type,url,tables_found,events_found,clean_rows,status,error
33364613,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-05-01&rating=0,1.0,1.0,2,data_found,
33364613,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-09-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-10-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2025-01-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2025-01-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2025-02-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2025-02-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2025-03-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2025-03-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33364613,2025-04-01,0,https://ratings.fide.com/calculations.phtml?id_number=33364613&period=2025-04-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-09-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-10-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2025-01-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2025-01-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2025-02-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2025-02-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2025-03-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2025-03-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88161897,2025-04-01,0,https://ratings.fide.com/calculations.phtml?id_number=88161897&period=2025-04-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-07-01&rating=0,2.0,2.0,10,data_found,
25158171,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-09-01&rating=0,1.0,1.0,3,data_found,
25158171,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-10-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2025-01-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2025-01-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2025-02-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2025-02-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2025-03-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2025-03-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25158171,2025-04-01,0,https://ratings.fide.com/calculations.phtml?id_number=25158171&period=2025-04-01&rating=0,1.0,1.0,3,data_found,
33319804,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-09-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-10-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2025-01-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2025-01-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2025-02-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2025-02-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2025-03-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2025-03-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
33319804,2025-04-01,0,https://ratings.fide.com/calculations.phtml?id_number=33319804&period=2025-04-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25136801,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=25136801&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25136801,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=25136801&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25136801,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=25136801&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25136801,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=25136801&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
25136801,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=25136801&period=2024-09-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
