fide_id,period,rating_type,url,tables_found,events_found,clean_rows,status,error
88111466,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-09-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-10-01&rating=0,1.0,1.0,7,data_found,
88111466,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2025-01-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2025-01-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2025-02-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2025-02-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2025-03-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2025-03-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
88111466,2025-04-01,0,https://ratings.fide.com/calculations.phtml?id_number=88111466&period=2025-04-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-05-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-05-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-06-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-06-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-07-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-07-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-08-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-08-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-09-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-09-01&rating=0,1.0,1.0,6,data_found,
48769215,2024-10-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-10-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-11-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-11-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
48769215,2024-12-01,0,https://ratings.fide.com/calculations.phtml?id_number=48769215&period=2024-12-01&rating=0,0.0,0.0,0,no_data_or_no_clean_rows,
